date_key,zone_id,component_id,manager_id,planned_activities,completed_activities,target_beneficiaries,actual_beneficiaries,target_output_units,actual_output_units,reports_expected,reports_submitted,reports_submitted_on_time,open_issues,closed_issues,high_priority_alerts
2025-03-01,Z01,C01,M01,14,13,473,423,11,10,4,4,3,3,3,0
2025-03-01,Z01,C02,M01,10,9,202,192,200,186,4,4,4,2,2,0
2025-03-01,Z01,C03,M01,16,15,0,0,14,13,4,4,4,1,1,0
2025-03-01,Z01,C04,M01,12,11,148,135,149,137,4,4,4,2,2,0
2025-03-01,Z02,C01,M02,14,9,467,314,11,8,4,2,2,4,3,3
2025-03-01,Z02,C02,M02,10,8,203,149,202,155,4,2,2,5,4,1
2025-03-01,Z02,C03,M02,14,11,0,0,14,12,4,3,3,7,6,2
2025-03-01,Z02,C04,M02,10,7,147,111,149,104,4,3,3,4,3,2
2025-03-01,Z03,C01,M03,11,10,479,458,14,13,4,4,3,1,1,0
2025-03-01,Z03,C02,M03,7,6,207,195,199,186,4,4,4,3,3,0
2025-03-01,Z03,C03,M03,14,13,0,0,14,13,4,4,4,3,3,0
2025-03-01,Z03,C04,M03,11,11,163,161,151,149,4,4,4,3,3,0
2025-03-01,Z04,C01,M04,11,10,509,475,14,13,4,4,4,3,3,0
2025-03-01,Z04,C02,M04,7,7,211,201,202,189,4,4,4,1,1,0
2025-03-01,Z04,C03,M04,16,15,0,0,15,14,4,4,4,3,3,0
2025-03-01,Z04,C04,M04,9,8,144,132,149,137,4,4,4,1,1,0
2025-03-01,Z05,C01,M05,12,7,471,283,11,5,4,4,2,4,3,3
2025-03-01,Z05,C02,M05,9,6,197,160,199,126,4,2,2,4,3,2
2025-03-01,Z05,C03,M05,17,12,0,0,14,8,4,4,3,5,4,2
2025-03-01,Z05,C04,M05,9,3,165,50,151,56,4,3,1,5,2,4
2025-03-01,Z06,C01,M06,14,12,509,440,12,9,4,4,4,1,1,0
2025-03-01,Z06,C02,M06,9,8,220,208,201,165,4,3,3,3,3,0
2025-03-01,Z06,C03,M06,16,13,0,0,14,12,4,4,4,2,2,0
2025-03-01,Z06,C04,M06,11,10,135,123,149,148,4,4,3,3,3,0
